area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"College Station-Bryan, TX",2012,784,26.7,151300,6.5,113,-44.1,95200,-9.2,1123,80.3,68200,4.3
"College Station-Bryan, TX",2013,824,5.1,171800,13.5,48,-57.5,101600,6.7,804,-28.4,69600,2.1
"College Station-Bryan, TX",2014,1014,23.1,184800,7.6,68,41.7,121100,19.2,763,-5.1,92100,32.3
"College Station-Bryan, TX",2015,1209,19.2,183500,-0.7,157,130.9,93900,-22.5,346,-54.7,88300,-4.1
"College Station-Bryan, TX",2016,1218,0.7,183200,-0.2,314,100,100500,7,1328,283.8,100000,13.3
"College Station-Bryan, TX",2017,1155,-5.2,180500,-1.5,150,-52.2,92100,-8.4,1778,33.9,80000,-20
"Colorado Springs, CO",1999,4678,null,119900,null,94,null,45200,null,1068,null,33200,null
"Colorado Springs, CO",2000,5448,16.5,123900,3.3,66,-29.8,53600,18.6,1118,4.7,68200,105.4
"Colorado Springs, CO",2001,5461,0.2,122900,-0.8,110,66.7,73400,36.9,1752,56.7,74300,8.9
"Colorado Springs, CO",2002,5230,-4.2,123100,0.2,136,23.6,97200,32.4,1696,-3.2,82800,11.4
"Colorado Springs, CO",2003,5272,0.8,131400,6.7,12,-91.2,59200,-39.1,165,-90.3,65500,-20.9
"Colorado Springs, CO",2004,6452,22.4,145100,10.4,28,133.3,106600,80.1,286,73.3,78400,19.7
"Colorado Springs, CO",2005,6451,0,147200,1.4,152,442.9,142200,33.4,380,32.9,93600,19.4
"Colorado Springs, CO",2006,4300,-33.3,172100,16.9,131,-13.8,131000,-7.9,164,-56.8,121200,29.5
"Colorado Springs, CO",2007,2824,-34.3,181900,5.7,108,-17.6,143800,9.8,297,81.1,105200,-13.2
"Colorado Springs, CO",2008,1644,-41.8,198000,8.9,0,-100,0,-100,432,45.5,127600,21.3
"Colorado Springs, CO",2009,1353,-17.7,314500,58.8,8,0,184900,0,8,-98.1,99400,-22.1
"Colorado Springs, CO",2010,1676,23.9,308900,-1.8,7,-12.5,141200,-23.6,77,862.5,83600,-15.9
"Colorado Springs, CO",2011,1616,-3.6,334500,8.3,2,-71.4,110400,-21.8,657,753.2,113600,35.9
"Colorado Springs, CO",2012,2410,49.1,350200,4.7,4,100,133200,20.7,597,-9.1,125100,10.1
"Colorado Springs, CO",2013,2885,19.7,391100,11.7,18,350,175600,31.8,684,14.6,124900,-0.2
"Colorado Springs, CO",2014,2662,-7.7,408100,4.3,28,55.6,150800,-14.1,983,43.7,124600,-0.2
"Colorado Springs, CO",2015,3022,13.5,365900,-10.3,12,-57.1,166600,10.5,631,-35.8,103000,-17.3
"Colorado Springs, CO",2016,3610,19.5,404300,10.5,8,-33.3,104100,-37.5,1548,145.3,147600,43.3
"Colorado Springs, CO",2017,3852,6.7,391400,-3.2,7,-12.5,93800,-9.9,1106,-28.6,129400,-12.3
"Columbia, MO",1999,1012,null,108400,null,116,null,47900,null,88,null,53700,null
"Columbia, MO",2000,899,-11.2,113500,4.7,88,-24.1,58500,22.1,276,213.6,41600,-22.5
"Columbia, MO",2001,1049,16.7,130000,14.5,80,-9.1,60500,3.4,60,-78.3,44700,7.5
"Columbia, MO",2002,1131,7.8,131800,1.4,159,98.8,70100,15.9,496,726.7,51100,14.3
"Columbia, MO",2003,1328,17.4,138000,4.7,257,61.6,83400,19,509,2.6,47900,-6.3
"Columbia, MO",2004,1662,25.2,137600,-0.3,286,11.3,83600,0.2,382,-25,39700,-17.1
"Columbia, MO",2005,1607,-3.3,146400,6.4,338,18.2,87400,4.5,379,-0.8,50800,28
"Columbia, MO",2006,945,-41.2,173500,18.5,208,-38.5,83300,-4.7,779,105.5,32100,-36.8
"Columbia, MO",2007,863,-8.7,168100,-3.1,154,-26,84900,1.9,147,-81.1,67900,111.5
"Columbia, MO",2008,477,-44.7,176600,5.1,44,-71.4,56100,-33.9,22,-85,80900,19.1
"Columbia, MO",2009,520,9,156300,-11.5,32,-27.3,90200,60.8,78,254.5,59400,-26.6
"Columbia, MO",2010,547,5.2,170100,8.8,16,-50,68100,-24.5,44,-43.6,86400,45.5
"Columbia, MO",2011,477,-12.8,191300,12.5,14,-12.5,55700,-18.2,546,1140.9,70100,-18.9
"Columbia, MO",2012,914,91.6,152000,-20.5,24,71.4,86500,55.3,288,-47.3,79200,13
"Columbia, MO",2013,834,-8.8,217000,42.8,47,95.8,96600,11.7,349,21.2,122800,55.1
"Columbia, MO",2014,663,-20.5,229500,5.8,65,38.3,127300,31.8,686,96.6,148500,20.9
"Columbia, MO",2015,771,16.3,230400,0.4,39,-40,83200,-34.6,623,-9.2,127900,-13.9
"Columbia, MO",2016,863,11.9,223700,-2.9,24,-38.5,110200,32.5,417,-33.1,157500,23.1
"Columbia, MO",2017,769,-10.9,226500,1.3,14,-41.7,91300,-17.2,851,104.1,134100,-14.9
"Columbia, SC",1999,4383,null,96700,null,84,null,36300,null,1615,null,35000,null
"Columbia, SC",2000,4393,0.2,93000,-3.8,6,-92.9,112900,211,436,-73,36400,4
"Columbia, SC",2001,4339,-1.2,98600,6,31,416.7,70300,-37.7,434,-0.5,44900,23.4
"Columbia, SC",2002,4834,11.4,98500,-0.1,34,9.7,58000,-17.5,330,-24,36800,-18
"Columbia, SC",2003,5527,14.3,113900,15.6,15,-55.9,30300,-47.8,897,171.8,55600,51.1
"Columbia, SC",2004,6056,9.6,118000,3.6,189,1160,73400,142.2,1004,11.9,76700,37.9
"Columbia, SC",2005,6651,9.8,123600,4.7,40,-78.8,48300,-34.2,739,-26.4,66700,-13
"Columbia, SC",2006,6494,-2.4,124100,0.4,170,325,79100,63.8,1453,96.6,58600,-12.1
"Columbia, SC",2007,5576,-14.1,132700,6.9,41,-75.9,73400,-7.2,1248,-14.1,51900,-11.4
"Columbia, SC",2008,3488,-37.4,144800,9.1,32,-22,61700,-15.9,828,-33.7,69100,33.1
"Columbia, SC",2009,2583,-25.9,142100,-1.9,0,-100,0,-100,915,10.5,69600,0.7
"Columbia, SC",2010,2527,-2.2,150700,6.1,0,0,0,0,415,-54.6,62600,-10.1
"Columbia, SC",2011,2390,-5.4,159500,5.8,6,0,61000,0,501,20.7,69200,10.5
"Columbia, SC",2012,2791,16.8,156900,-1.6,0,-100,0,-100,938,87.2,66500,-3.9
"Columbia, SC",2013,3183,14,180900,15.3,0,0,0,0,462,-50.7,62700,-5.7
"Columbia, SC",2014,3300,3.7,190900,5.5,7,0,70400,0,760,64.5,60900,-2.9
"Columbia, SC",2015,3678,11.5,188300,-1.4,66,842.9,111100,57.8,898,18.2,63100,3.6
"Columbia, SC",2016,3916,6.5,188200,-0.1,0,-100,0,-100,711,-20.8,74400,17.9
"Columbia, SC",2017,4072,4,188200,0,8,0,133600,0,549,-22.8,68800,-7.5
"Columbus, GA-AL",1999,1063,null,114300,null,38,null,32400,null,448,null,62200,null
"Columbus, GA-AL",2000,969,-8.8,118800,3.9,27,-28.9,40100,23.8,642,43.3,49700,-20.1
"Columbus, GA-AL",2001,1011,4.3,126400,6.4,59,118.5,55400,38.2,687,7,47000,-5.4
"Columbus, GA-AL",2002,1226,21.3,126100,-0.2,209,254.2,50200,-9.4,68,-90.1,36400,-22.6
"Columbus, GA-AL",2003,1419,15.7,136400,8.2,112,-46.4,49100,-2.2,460,576.5,59700,64
"Columbus, GA-AL",2004,1590,12.1,133400,-2.2,75,-33,48700,-0.8,413,-10.2,87100,45.9
"Columbus, GA-AL",2005,1823,14.7,138000,3.4,51,-32,47200,-3.1,371,-10.2,70400,-19.2
"Columbus, GA-AL",2006,1635,-10.3,143600,4.1,51,0,51200,8.5,541,45.8,62500,-11.2
"Columbus, GA-AL",2007,1199,-26.7,135800,-5.4,46,-9.8,52800,3.1,563,4.1,77500,24
"Columbus, GA-AL",2008,823,-31.4,151600,11.6,36,-21.7,54400,3,241,-57.2,76300,-1.5
"Columbus, GA-AL",2009,881,7,162400,7.1,27,-25,53600,-1.5,300,24.5,67100,-12.1
"Columbus, GA-AL",2010,869,-1.4,165800,2.1,32,18.5,55200,3,483,61,64600,-3.7
"Columbus, GA-AL",2011,906,4.3,173700,4.8,29,-9.4,51400,-6.9,125,-74.1,75800,17.3
"Columbus, GA-AL",2012,782,-13.7,167300,-3.7,36,24.1,50400,-1.9,414,231.2,68800,-9.2
"Columbus, GA-AL",2013,752,-3.8,160400,-4.1,30,-16.7,46200,-8.3,257,-37.9,78800,14.5
"Columbus, GA-AL",2014,703,-6.5,158800,-1,24,-20,45400,-1.7,228,-11.3,75800,-3.8
"Columbus, GA-AL",2015,604,-14.1,210400,32.5,2,-91.7,56900,25.3,638,179.8,82900,9.4
"Columbus, GA-AL",2016,581,-3.8,198400,-5.7,26,1200,62900,10.5,102,-84,226500,173.2
"Columbus, GA-AL",2017,669,15.1,196600,-0.9,28,7.7,62900,0,220,115.7,154800,-31.7
"Columbus, IN",1999,298,null,139400,null,2,null,96900,null,0,null,0,null
"Columbus, IN",2000,210,-29.5,140100,0.5,2,0,99900,3.1,0,0,0,0
"Columbus, IN",2001,219,4.3,142100,1.4,4,100,57400,-42.5,0,0,0,0
"Columbus, IN",2002,131,-40.2,148000,4.2,0,-100,0,-100,0,0,0,0
"Columbus, IN",2003,283,116,154500,4.4,0,0,0,0,0,0,0,0
"Columbus, IN",2004,278,-1.8,165100,6.9,0,0,0,0,0,0,0,0
"Columbus, IN",2005,292,5,189200,14.6,0,0,0,0,0,0,0,0
"Columbus, IN",2006,281,-3.8,213900,13.1,0,0,0,0,0,0,0,0
"Columbus, IN",2007,257,-8.5,219000,2.4,0,0,0,0,0,0,0,0
"Columbus, IN",2008,192,-25.3,235600,7.6,0,0,0,0,0,0,0,0
"Columbus, IN",2009,125,-34.9,184900,-21.5,0,0,0,0,0,0,0,0
"Columbus, IN",2010,131,4.8,182600,-1.2,0,0,0,0,0,0,0,0
"Columbus, IN",2011,178,35.9,205800,12.7,0,0,0,0,0,0,0,0
"Columbus, IN",2012,200,12.4,229800,11.7,0,0,0,0,0,0,0,0
"Columbus, IN",2013,241,20.5,247100,7.5,0,0,0,0,0,0,0,0
"Columbus, IN",2014,254,5.4,245600,-0.6,0,0,0,0,0,0,0,0
"Columbus, IN",2015,233,-8.3,225900,-8,0,0,0,0,0,0,0,0
"Columbus, IN",2016,300,28.8,174300,-22.8,0,0,0,0,0,0,0,0
"Columbus, IN",2017,204,-32,243000,39.4,0,0,0,0,0,0,0,0
"Columbus, OH",1999,9563,null,139100,null,685,null,71500,null,6234,null,38200,null
"Columbus, OH",2000,10704,11.9,148300,6.6,887,29.5,67600,-5.5,3801,-39,42000,9.9
"Columbus, OH",2001,10623,-0.8,163800,10.5,829,-6.5,82000,21.3,4350,14.4,42000,0
"Columbus, OH",2002,10959,3.2,169300,3.4,908,9.5,81200,-1,5293,21.7,41300,-1.7
"Columbus, OH",2003,12251,11.8,171900,1.5,958,5.5,91700,12.9,3458,-34.7,38800,-6.1
"Columbus, OH",2004,10894,-11.1,184200,7.2,877,-8.5,113300,23.6,1642,-52.5,62000,59.8
"Columbus, OH",2005,8899,-18.3,206200,11.9,1370,56.2,93300,-17.7,2267,38.1,64400,3.9
"Columbus, OH",2006,5738,-35.5,217800,5.6,817,-40.4,105500,13.1,1437,-36.6,84800,31.7
"Columbus, OH",2007,4381,-23.6,238800,9.6,570,-30.2,100100,-5.1,1514,5.4,62700,-26.1
"Columbus, OH",2008,2651,-39.5,228800,-4.2,497,-12.8,80600,-19.5,1394,-7.9,59700,-4.8
"Columbus, OH",2009,2602,-1.8,212400,-7.2,195,-60.8,118500,47,1332,-4.4,62300,4.4
"Columbus, OH",2010,2915,12,200900,-5.4,217,11.3,99900,-15.7,1347,1.1,45100,-27.6
"Columbus, OH",2011,2443,-16.2,217700,8.4,302,39.2,120800,20.9,2012,49.4,51400,14
"Columbus, OH",2012,2944,20.5,209800,-3.6,322,6.6,184900,53.1,3580,77.9,75100,46.1
"Columbus, OH",2013,3531,19.9,223800,6.7,418,29.8,106300,-42.5,4452,24.4,57200,-23.8
"Columbus, OH",2014,3505,-0.7,256900,14.8,343,-17.9,118100,11.1,3204,-28,98400,72
"Columbus, OH",2015,3523,0.5,268600,4.6,330,-3.8,119800,1.4,3702,15.5,102900,4.6
"Columbus, OH",2016,4157,18,264300,-1.6,328,-0.6,117500,-1.9,4152,12.2,105500,2.5
"Columbus, OH",2017,4295,3.3,269500,2,158,-51.8,131900,12.3,4439,6.9,130700,23.9
"Corpus Christi, TX",1980,1670,null,40900,null,127,null,21200,null,1916,null,36700,null
"Corpus Christi, TX",1981,1644,-1.6,43700,6.8,122,-3.9,24700,16.5,1973,3,33000,-10.1
"Corpus Christi, TX",1982,1763,7.2,46400,6.2,337,176.2,30100,21.9,1856,-5.9,29400,-10.9
"Corpus Christi, TX",1983,2338,32.6,54900,18.3,227,-32.6,37800,25.6,3583,93,22700,-22.8
"Corpus Christi, TX",1984,1789,-23.5,58100,5.8,185,-18.5,25000,-33.9,1490,-58.4,32200,41.9
"Corpus Christi, TX",1985,1133,-36.7,58700,1,8,-95.7,96900,287.6,720,-51.7,27400,-14.9
"Corpus Christi, TX",1986,1134,0.1,57500,-2,47,487.5,22600,-76.7,120,-83.3,45700,66.8
"Corpus Christi, TX",1987,883,-22.1,56800,-1.2,9,-80.9,34200,51.3,0,-100,0,-100
"Corpus Christi, TX",1988,673,-23.8,62000,9.2,11,22.2,42800,25.1,48,0,13000,0
"Corpus Christi, TX",1989,594,-11.7,70300,13.4,0,-100,0,-100,209,335.4,34500,165.4
"Corpus Christi, TX",1990,517,-13,73100,4,42,0,24800,0,9,-95.7,44700,29.6
"Corpus Christi, TX",1991,526,1.7,83000,13.5,28,-33.3,29200,17.7,21,133.3,16000,-64.2
