area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"Los Angeles-Long Beach-Anaheim, CA",2008,4579,-51.2,318400,13.5,821,-35.6,145700,26.4,9645,-39.6,135600,-9.7
"Los Angeles-Long Beach-Anaheim, CA",2009,3609,-21.2,325200,2.1,630,-23.3,165100,13.3,3042,-68.5,149800,10.5
"Los Angeles-Long Beach-Anaheim, CA",2010,4008,11.1,339700,4.5,671,6.5,185300,12.2,5715,87.9,156700,4.6
"Los Angeles-Long Beach-Anaheim, CA",2011,4097,2.2,347400,2.3,522,-22.2,218700,18,9628,68.5,151600,-3.3
"Los Angeles-Long Beach-Anaheim, CA",2012,4946,20.7,338400,-2.6,816,56.3,188100,-14,11685,21.4,157200,3.7
"Los Angeles-Long Beach-Anaheim, CA",2013,7509,51.8,358900,6.1,996,22.1,198300,5.4,16693,42.9,158600,0.9
"Los Angeles-Long Beach-Anaheim, CA",2014,8300,10.5,357000,-0.5,894,-10.2,194600,-1.9,17756,6.4,160200,1
"Los Angeles-Long Beach-Anaheim, CA",2015,8447,1.8,379000,6.2,1316,47.2,192300,-1.2,24271,36.7,160400,0.1
"Los Angeles-Long Beach-Anaheim, CA",2016,9379,11,370200,-2.3,1522,15.7,204700,6.4,21213,-12.6,168400,5
"Los Angeles-Long Beach-Anaheim, CA",2017,10587,12.9,370900,0.2,1769,16.2,204300,-0.2,18728,-11.7,190100,12.9
"Louisville/Jefferson County, KY-IN",1999,6654,null,119100,null,168,null,47200,null,1839,null,44300,null
"Louisville/Jefferson County, KY-IN",2000,6158,-7.5,124900,4.9,114,-32.1,47600,0.8,1380,-25,45000,1.6
"Louisville/Jefferson County, KY-IN",2001,6404,4,131400,5.2,126,10.5,57500,20.8,1117,-19.1,48900,8.7
"Louisville/Jefferson County, KY-IN",2002,6175,-3.6,144600,10,205,62.7,56200,-2.3,1145,2.5,47600,-2.7
"Louisville/Jefferson County, KY-IN",2003,6893,11.6,147900,2.3,194,-5.4,53200,-5.3,1220,6.6,47200,-0.8
"Louisville/Jefferson County, KY-IN",2004,7155,3.8,154000,4.1,181,-6.7,60300,13.3,914,-25.1,62600,32.6
"Louisville/Jefferson County, KY-IN",2005,5988,-16.3,166200,7.9,141,-22.1,80000,32.7,487,-46.7,59200,-5.4
"Louisville/Jefferson County, KY-IN",2006,4316,-27.9,182300,9.7,191,35.5,75300,-5.9,803,64.9,57700,-2.5
"Louisville/Jefferson County, KY-IN",2007,4159,-3.6,175400,-3.8,119,-37.7,81000,7.6,1471,83.2,55000,-4.7
"Louisville/Jefferson County, KY-IN",2008,2325,-44.1,185200,5.6,56,-52.9,90800,12.1,1000,-32,52300,-4.9
"Louisville/Jefferson County, KY-IN",2009,1935,-16.8,169900,-8.3,87,55.4,80200,-11.7,124,-87.6,48100,-8
"Louisville/Jefferson County, KY-IN",2010,1764,-8.8,168200,-1,47,-46,85800,7,396,219.4,108300,125.2
"Louisville/Jefferson County, KY-IN",2011,1553,-12,196400,16.8,53,12.8,115600,34.7,567,43.2,35300,-67.4
"Louisville/Jefferson County, KY-IN",2012,2206,42,194300,-1.1,83,56.6,80200,-30.6,1214,114.1,46200,30.9
"Louisville/Jefferson County, KY-IN",2013,2378,7.8,215200,10.8,75,-9.6,94300,17.6,1387,14.3,40300,-12.8
"Louisville/Jefferson County, KY-IN",2014,2390,0.5,211400,-1.8,90,20,63200,-33,1531,10.4,61200,51.9
"Louisville/Jefferson County, KY-IN",2015,2734,14.4,208600,-1.3,142,57.8,68100,7.8,1103,-28,79600,30.1
"Louisville/Jefferson County, KY-IN",2016,3127,14.4,223600,7.2,40,-71.8,79300,16.4,1982,79.7,57100,-28.3
"Louisville/Jefferson County, KY-IN",2017,3446,10.2,246800,10.4,74,85,137100,72.9,2265,14.3,71600,25.4
"Lubbock, TX",1980,957,null,56000,null,166,null,27400,null,124,null,11000,null
"Lubbock, TX",1981,734,-23.3,69200,23.6,98,-41,32600,19,585,371.8,12000,9.1
"Lubbock, TX",1982,867,18.1,70700,2.2,55,-43.9,33400,2.5,479,-18.1,38100,217.5
"Lubbock, TX",1983,1320,52.2,77500,9.6,331,501.8,43500,30.2,2526,427.3,22900,-39.9
"Lubbock, TX",1984,984,-25.5,70900,-8.5,115,-65.3,53600,23.2,510,-79.8,23400,2.2
"Lubbock, TX",1985,641,-34.9,80700,13.8,88,-23.5,38500,-28.2,0,-100,0,-100
"Lubbock, TX",1986,622,-3,81400,0.9,14,-84.1,40400,4.9,0,0,0,0
"Lubbock, TX",1987,529,-15,86200,5.9,0,-100,0,-100,0,0,0,0
"Lubbock, TX",1988,442,-16.4,85700,-0.6,0,0,0,0,0,0,0,0
"Lubbock, TX",1989,393,-11.1,84400,-1.5,8,0,27600,0,0,0,0,0
"Lubbock, TX",1990,397,1,96000,13.7,32,300,13000,-52.9,27,0,27800,0
"Lubbock, TX",1991,444,11.8,89900,-6.4,32,0,26600,104.6,0,-100,0,-100
"Lubbock, TX",1992,631,42.1,96500,7.3,4,-87.5,60800,128.6,0,0,0,0
"Lubbock, TX",1993,718,13.8,108300,12.2,61,1425,44600,-26.6,0,0,0,0
"Lubbock, TX",1994,732,1.9,107300,-0.9,102,67.2,27200,-39,0,0,0,0
"Lubbock, TX",1995,605,-17.3,105200,-2,90,-11.8,39900,46.7,96,0,39200,0
"Lubbock, TX",1996,840,38.8,83100,-21,21,-76.7,58800,47.4,288,200,41600,6.1
"Lubbock, TX",1997,669,-20.4,104500,25.8,324,1442.9,42600,-27.6,295,2.4,51300,23.3
"Lubbock, TX",1998,742,10.9,98400,-5.8,30,-90.7,49600,16.4,120,-59.3,43300,-15.6
"Lubbock, TX",1999,842,13.5,107800,9.6,36,20,49300,-0.6,174,45,50600,16.9
"Lubbock, TX",2000,809,-3.9,109300,1.4,100,177.8,49700,0.8,20,-88.5,55000,8.7
"Lubbock, TX",2001,983,21.5,117900,7.9,354,254,43700,-12.1,393,1865,47700,-13.3
"Lubbock, TX",2002,1349,37.2,119200,1.1,160,-54.8,46200,5.7,366,-6.9,56400,18.2
"Lubbock, TX",2003,1366,1.3,133800,12.2,523,226.9,72100,56.1,1069,192.1,55000,-2.5
"Lubbock, TX",2004,1397,2.3,143600,7.3,444,-15.1,77300,7.2,1938,81.3,36400,-33.8
"Lubbock, TX",2005,1294,-7.4,160200,11.6,330,-25.7,68100,-11.9,160,-91.7,49100,34.9
"Lubbock, TX",2006,1246,-3.7,163500,2.1,53,-83.9,66600,-2.2,218,36.3,36700,-25.3
"Lubbock, TX",2007,939,-24.6,178800,9.4,14,-73.6,100800,51.4,328,50.5,54900,49.6
"Lubbock, TX",2008,987,5.1,169900,-5,30,114.3,108900,8,491,49.7,91400,66.5
"Lubbock, TX",2009,790,-20,193500,13.9,19,-36.7,95600,-12.2,226,-54,67100,-26.6
"Lubbock, TX",2010,897,13.5,189000,-2.3,10,-47.4,139500,45.9,545,141.2,89200,32.9
"Lubbock, TX",2011,695,-22.5,192400,1.8,14,40,121600,-12.8,801,47,51400,-42.4
"Lubbock, TX",2012,756,8.8,227600,18.3,60,328.6,94200,-22.5,655,-18.2,75900,47.7
"Lubbock, TX",2013,1009,33.5,222500,-2.2,52,-13.3,109400,16.1,987,50.7,61100,-19.5
"Lubbock, TX",2014,975,-3.4,228500,2.7,60,15.4,103800,-5.1,1101,11.6,57800,-5.4
"Lubbock, TX",2015,958,-1.7,254900,11.6,72,20,91600,-11.8,826,-25,68200,18
"Lubbock, TX",2016,1279,33.5,229000,-10.2,142,97.2,125600,37.1,1227,48.5,114200,67.4
"Lubbock, TX",2017,1613,26.1,219200,-4.3,9,-93.7,126200,0.5,766,-37.6,109900,-3.8
"Lynchburg, VA",1999,1121,null,121200,null,47,null,50300,null,36,null,42200,null
"Lynchburg, VA",2000,976,-12.9,140700,16.1,31,-34,36300,-27.8,198,450,70900,68
"Lynchburg, VA",2001,1050,7.6,133800,-4.9,114,267.7,65000,79.1,72,-63.6,49000,-30.9
"Lynchburg, VA",2002,1203,14.6,136500,2,82,-28.1,88900,36.8,173,140.3,53900,10
"Lynchburg, VA",2003,1391,15.6,146200,7.1,30,-63.4,57500,-35.3,0,-100,0,-100
"Lynchburg, VA",2004,1415,1.7,155900,6.6,28,-6.7,61400,6.8,12,0,166700,0
"Lynchburg, VA",2005,1775,25.4,162300,4.1,26,-7.1,160800,161.9,41,241.7,95700,-42.6
"Lynchburg, VA",2006,1816,2.3,175600,8.2,16,-38.5,69900,-56.5,8,-80.5,15000,-84.3
"Lynchburg, VA",2007,1436,-20.9,196500,11.9,4,-75,48800,-30.2,276,3350,63900,326
"Lynchburg, VA",2008,894,-37.7,184700,-6,12,200,70800,45.1,0,-100,0,-100
"Lynchburg, VA",2009,645,-27.9,175400,-5,28,133.3,72500,2.4,54,0,53700,0
"Lynchburg, VA",2010,594,-7.9,201300,14.8,10,-64.3,64800,-10.6,96,77.8,37300,-30.5
"Lynchburg, VA",2011,419,-29.5,204800,1.7,6,-40,68300,5.4,104,8.3,25200,-32.4
"Lynchburg, VA",2012,553,32,203900,-0.4,15,150,58000,-15.1,333,220.2,82900,229
"Lynchburg, VA",2013,687,24.2,190000,-6.8,4,-73.3,47500,-18.1,298,-10.5,75700,-8.7
"Lynchburg, VA",2014,576,-16.2,202100,6.4,7,75,62900,32.4,338,13.4,73600,-2.8
"Lynchburg, VA",2015,591,2.6,200900,-0.6,5,-28.6,143000,127.3,201,-40.5,94000,27.7
"Lynchburg, VA",2016,564,-4.6,214900,7,0,-100,0,-100,99,-50.7,63700,-32.2
"Lynchburg, VA",2017,492,-12.8,203600,-5.3,15,0,172700,0,263,165.7,62500,-1.9
"Macon, GA",1999,1224,null,105100,null,0,null,0,null,41,null,48600,null
"Macon, GA",2000,995,-18.7,108800,3.5,22,0,49700,0,281,585.4,51000,4.9
"Macon, GA",2001,916,-7.9,108300,-0.5,30,36.4,39700,-20.1,140,-50.2,59600,16.9
"Macon, GA",2002,950,3.7,101900,-5.9,44,46.7,56600,42.6,46,-67.1,49700,-16.6
"Macon, GA",2003,1188,25.1,134900,32.4,87,97.7,70400,24.4,596,1195.7,66300,33.4
"Macon, GA",2004,1318,10.9,126900,-5.9,153,75.9,56200,-20.2,84,-85.9,45000,-32.1
"Macon, GA",2005,1251,-5.1,122500,-3.5,8,-94.8,106200,89,0,-100,0,-100
"Macon, GA",2006,1571,25.6,149700,22.2,6,-25,47500,-55.3,0,0,0,0
"Macon, GA",2007,1262,-19.7,170200,13.7,4,-33.3,37500,-21.1,347,0,68000,0
"Macon, GA",2008,578,-54.2,201700,18.5,12,200,71700,91.2,304,-12.4,77700,14.3
"Macon, GA",2009,302,-47.8,103300,-48.8,2,-83.3,30000,-58.2,0,-100,0,-100
"Macon, GA",2010,350,15.9,136700,32.3,18,800,50500,68.3,0,0,0,0
"Macon, GA",2011,174,-50.3,147000,7.5,2,-88.9,58400,15.6,220,0,48300,0
"Macon, GA",2012,167,-4,149700,1.8,20,900,26000,-55.5,318,44.5,58400,20.9
"Macon, GA",2013,173,3.6,209300,39.8,24,20,275700,960.4,251,-21.1,59400,1.7
"Macon, GA",2014,218,26,199300,-4.8,0,-100,0,-100,0,-100,0,-100
"Macon, GA",2015,245,12.4,198800,-0.3,72,0,75000,0,0,0,0,0
"Macon, GA",2016,236,-3.7,194800,-2,0,-100,0,-100,0,0,0,0
"Macon, GA",2017,320,35.6,189700,-2.6,0,0,0,0,0,0,0,0
"Madera, CA",1999,481,null,85400,null,74,null,50000,null,52,null,56300,null
"Madera, CA",2000,549,14.1,105600,23.7,42,-43.2,61200,22.4,57,9.6,63800,13.3
"Madera, CA",2001,713,29.9,130700,23.8,76,81,86800,41.8,0,-100,0,-100
"Madera, CA",2002,909,27.5,136900,4.7,72,-5.3,87700,1,0,0,0,0
"Madera, CA",2003,1139,25.3,139700,2,7,-90.3,69000,-21.3,81,0,64300,0
"Madera, CA",2004,1463,28.4,152700,9.3,118,1585.7,80500,16.7,95,17.3,67600,5.1
"Madera, CA",2005,2135,45.9,172300,12.8,57,-51.7,67900,-15.7,76,-20,78600,16.3
"Madera, CA",2006,1269,-40.6,173400,0.6,26,-54.4,55200,-18.7,81,6.6,65000,-17.3
"Madera, CA",2007,486,-61.7,188900,8.9,23,-11.5,79200,43.5,0,-100,0,-100
"Madera, CA",2008,233,-52.1,187400,-0.8,7,-69.6,134100,69.3,0,0,0,0
"Madera, CA",2009,68,-70.8,189600,1.2,52,642.9,75000,-44.1,0,0,0,0
"Madera, CA",2010,112,64.7,178500,-5.9,2,-96.2,108100,44.1,78,0,53500,0
"Madera, CA",2011,112,0,158200,-11.4,54,2600,105800,-2.1,125,60.3,62800,17.4
"Madera, CA",2012,115,2.7,197400,24.8,2,-96.3,180800,70.9,40,-68,44500,-29.1
"Madera, CA",2013,215,87,241200,22.2,4,100,92100,-49.1,0,-100,0,-100
"Madera, CA",2014,210,-2.3,268800,11.4,4,0,107900,17.2,0,0,0,0
"Madera, CA",2015,211,0.5,272800,1.5,0,-100,0,-100,0,0,0,0
"Madera, CA",2016,300,42.2,173400,-36.4,0,0,0,0,0,0,0,0
"Madera, CA",2017,415,38.3,231500,33.5,0,0,0,0,0,0,0,0
"Madison, WI",1999,2488,null,141600,null,718,null,86400,null,1266,null,71400,null
"Madison, WI",2000,2609,4.9,150300,6.1,732,1.9,93200,7.9,1435,13.3,66000,-7.6
"Madison, WI",2001,2967,13.7,161100,7.2,610,-16.7,92000,-1.3,2119,47.7,84300,27.7
"Madison, WI",2002,3138,5.8,171200,6.3,580,-4.9,97200,5.7,1483,-30,72000,-14.6
"Madison, WI",2003,3498,11.5,181200,5.8,639,10.2,104600,7.6,2293,54.6,79900,11
"Madison, WI",2004,3446,-1.5,191200,5.5,678,6.1,108100,3.3,1452,-36.7,104500,30.8
"Madison, WI",2005,3083,-10.5,203400,6.4,536,-20.9,115600,6.9,1772,22,107100,2.5
"Madison, WI",2006,2070,-32.9,205400,1,356,-33.6,128700,11.3,1483,-16.3,120100,12.1
"Madison, WI",2007,1598,-22.8,222700,8.4,233,-34.6,114900,-10.7,916,-38.2,113100,-5.8
"Madison, WI",2008,864,-45.9,246900,10.9,152,-34.8,129200,12.4,952,3.9,90300,-20.2
"Madison, WI",2009,822,-4.9,221800,-10.2,46,-69.7,107000,-17.2,606,-36.3,106900,18.4
"Madison, WI",2010,844,2.7,239700,8.1,61,32.6,117300,9.6,347,-42.7,100900,-5.6
"Madison, WI",2011,735,-12.9,253500,5.8,52,-14.8,107500,-8.4,673,93.9,94300,-6.5
"Madison, WI",2012,895,21.8,247200,-2.5,63,21.2,122800,14.2,1514,125,114600,21.5
"Madison, WI",2013,1258,40.6,257700,4.2,94,49.2,136900,11.5,1662,9.8,108700,-5.1
"Madison, WI",2014,1246,-1,272200,5.6,93,-1.1,140000,2.3,2469,48.6,113200,4.1
"Madison, WI",2015,1406,12.8,295000,8.4,140,50.5,134700,-3.8,1952,-20.9,124900,10.3
"Madison, WI",2016,1613,14.7,296700,0.6,210,50,144600,7.3,3130,60.3,125100,0.2
"Madison, WI",2017,1656,2.7,309700,4.4,138,-34.3,144400,-0.1,2838,-9.3,129800,3.8
"Manchester-Nashua, NH",1999,1532,null,129400,null,73,null,73900,null,193,null,60300,null
"Manchester-Nashua, NH",2000,1565,2.2,161000,24.4,58,-20.5,71000,-3.9,220,14,80100,32.8
"Manchester-Nashua, NH",2001,1475,-5.8,159900,-0.7,49,-15.5,75800,6.8,354,60.9,56500,-29.5
"Manchester-Nashua, NH",2002,1605,8.8,167600,4.8,115,134.7,96200,26.9,706,99.4,67700,19.8
"Manchester-Nashua, NH",2003,1521,-5.2,171500,2.3,146,27,86900,-9.7,384,-45.6,66400,-1.9
"Manchester-Nashua, NH",2004,1570,3.2,184800,7.8,129,-11.6,99200,14.2,461,20.1,97500,46.8
"Manchester-Nashua, NH",2005,1500,-4.5,200700,8.6,70,-45.7,105000,5.8,274,-40.6,92600,-5
"Manchester-Nashua, NH",2006,1085,-27.7,190300,-5.2,75,7.1,109600,4.4,186,-32.1,94400,1.9
"Manchester-Nashua, NH",2007,697,-35.8,213800,12.3,66,-12,104100,-5,208,11.8,116700,23.6
"Manchester-Nashua, NH",2008,409,-41.3,197500,-7.6,22,-66.7,104100,0,259,24.5,76100,-34.8
"Manchester-Nashua, NH",2009,321,-21.5,206600,4.6,96,336.4,81400,-21.8,96,-62.9,102700,35
"Manchester-Nashua, NH",2010,367,14.3,190500,-7.8,140,45.8,93900,15.4,175,82.3,68100,-33.7
"Manchester-Nashua, NH",2011,334,-9,198600,4.3,24,-82.9,133800,42.5,344,96.6,94500,38.8
"Manchester-Nashua, NH",2012,365,9.3,203900,2.7,33,37.5,108600,-18.8,222,-35.5,79600,-15.8
"Manchester-Nashua, NH",2013,468,28.2,209600,2.8,33,0,144900,33.4,66,-70.3,95200,19.6
"Manchester-Nashua, NH",2014,464,-0.9,212600,1.4,24,-27.3,133500,-7.9,480,627.3,82900,-12.9
"Manchester-Nashua, NH",2015,557,20,214500,0.9,24,0,121200,-9.2,340,-29.2,145300,75.3
"Manchester-Nashua, NH",2016,701,25.9,195400,-8.9,38,58.3,129300,6.7,358,5.3,129400,-10.9
"Manchester-Nashua, NH",2017,717,2.3,200400,2.6,52,36.8,193700,49.8,264,-26.3,114700,-11.4
"Manhattan, KS",1999,223,null,117800,null,47,null,78300,null,0,null,0,null
"Manhattan, KS",2000,189,-15.2,140100,18.9,53,12.8,103300,31.9,22,0,52800,0
"Manhattan, KS",2001,245,29.6,128400,-8.4,64,20.8,72300,-30,0,-100,0,-100
"Manhattan, KS",2002,255,4.1,136000,5.9,68,6.2,76900,6.4,43,0,51700,0
"Manhattan, KS",2003,325,27.5,134000,-1.5,2,-97.1,40000,-48,385,795.3,68900,33.3
"Manhattan, KS",2004,357,9.8,151500,13.1,31,1450,136900,242.2,193,-49.9,59300,-13.9
"Manhattan, KS",2005,524,46.8,148700,-1.8,41,32.3,144800,5.8,108,-44,73600,24.1
"Manhattan, KS",2006,699,33.4,172000,15.7,86,109.8,123100,-15,337,212,80800,9.8
"Manhattan, KS",2007,378,-45.9,173700,1,92,7,110700,-10.1,50,-85.2,84400,4.5
"Manhattan, KS",2008,383,1.3,170600,-1.8,33,-64.1,125200,13.1,196,292,75800,-10.2
"Manhattan, KS",2009,325,-15.1,194900,14.2,52,57.6,85700,-31.5,206,5.1,82600,9
"Manhattan, KS",2010,335,3.1,196300,0.7,6,-88.5,106200,23.9,260,26.2,91200,10.4
"Manhattan, KS",2011,292,-12.8,203700,3.8,30,400,102500,-3.5,258,-0.8,83800,-8.1
"Manhattan, KS",2012,327,12,211000,3.6,8,-73.3,95200,-7.1,215,-16.7,82000,-2.1
"Manhattan, KS",2013,355,8.6,223000,5.7,10,25,156300,64.2,61,-71.6,97500,18.9
"Manhattan, KS",2014,407,14.6,228600,2.5,28,180,165400,5.8,79,29.5,101100,3.7
"Manhattan, KS",2015,340,-16.5,245800,7.5,10,-64.3,123100,-25.6,146,84.8,88300,-12.7
"Manhattan, KS",2016,297,-12.6,257400,4.7,8,-20,160100,30.1,657,350,89100,0.9
"Manhattan, KS",2017,304,2.4,256200,-0.5,6,-25,103100,-35.6,71,-89.2,106700,19.8
"Mankato-North Mankato, MN",1999,305,null,111700,null,120,null,75500,null,168,null,75100,null
"Mankato-North Mankato, MN",2000,304,-0.3,126100,12.9,113,-5.8,84000,11.3,53,-68.5,63400,-15.6
"Mankato-North Mankato, MN",2001,452,48.7,126000,-0.1,84,-25.7,107000,27.4,72,35.8,53900,-15
"Mankato-North Mankato, MN",2002,486,7.5,143000,13.5,61,-27.4,82200,-23.2,456,533.3,68300,26.7
"Mankato-North Mankato, MN",2003,833,71.4,136000,-4.9,65,6.6,73000,-11.2,281,-38.4,52600,-23
"Mankato-North Mankato, MN",2004,621,-25.5,155400,14.3,34,-47.7,108800,49,61,-78.3,89200,69.6
"Mankato-North Mankato, MN",2005,611,-1.6,160400,3.2,29,-14.7,107900,-0.8,68,11.5,101400,13.7
"Mankato-North Mankato, MN",2006,454,-25.7,165200,3,16,-44.8,114400,6,136,100,78200,-22.9
"Mankato-North Mankato, MN",2007,370,-18.5,184100,11.4,19,18.8,111100,-2.9,0,-100,0,-100
"Mankato-North Mankato, MN",2008,229,-38.1,182300,-1,4,-78.9,105000,-5.5,12,0,69600,0
"Mankato-North Mankato, MN",2009,247,7.9,171600,-5.9,4,0,137000,30.5,12,0,69600,0
"Mankato-North Mankato, MN",2010,196,-20.6,180100,5,14,250,104300,-23.9,121,908.3,66500,-4.5
"Mankato-North Mankato, MN",2011,185,-5.6,176700,-1.9,28,100,50000,-52.1,68,-43.8,122300,83.9
"Mankato-North Mankato, MN",2012,208,12.4,188000,6.4,26,-7.1,94600,89.2,295,333.8,65400,-46.5
"Mankato-North Mankato, MN",2013,291,39.9,198500,5.6,42,61.5,87900,-7.1,173,-41.4,101700,55.5
"Mankato-North Mankato, MN",2014,232,-20.3,208400,5,18,-57.1,122600,39.5,180,4,85200,-16.2
"Mankato-North Mankato, MN",2015,245,5.6,221900,6.5,142,688.9,83500,-31.9,421,133.9,84100,-1.3
"Mankato-North Mankato, MN",2016,245,0,233700,5.3,8,-94.4,139700,67.3,151,-64.1,99600,18.4
"Mankato-North Mankato, MN",2017,342,39.6,204200,-12.6,12,50,83700,-40.1,162,7.3,74800,-24.9
"Mansfield, OH",1999,323,null,126300,null,34,null,97600,null,147,null,32900,null
"Mansfield, OH",2000,310,-4,132900,5.2,125,267.6,62900,-35.6,103,-29.9,28500,-13.4
"Mansfield, OH",2001,366,18.1,111400,-16.2,55,-56,79000,25.6,69,-33,29400,3.2
"Mansfield, OH",2002,368,0.5,128400,15.3,78,41.8,90100,14.1,0,-100,0,-100
"Mansfield, OH",2003,355,-3.5,154800,20.6,75,-3.8,78400,-13,60,0,39200,0
"Mansfield, OH",2004,334,-5.9,157900,2,106,41.3,93100,18.8,6,-90,104200,165.8
"Mansfield, OH",2005,265,-20.7,167400,6,96,-9.4,101700,9.2,69,1050,47200,-54.7
"Mansfield, OH",2006,202,-23.8,154500,-7.7,29,-69.8,75900,-25.4,0,-100,0,-100
"Mansfield, OH",2007,128,-36.6,209400,35.5,74,155.2,101900,34.3,0,0,0,0
"Mansfield, OH",2008,84,-34.4,189600,-9.5,26,-64.9,84200,-17.4,0,0,0,0
"Mansfield, OH",2009,47,-44,186600,-1.6,4,-84.6,116200,38,22,0,40100,0
"Mansfield, OH",2010,45,-4.3,167500,-10.2,0,-100,0,-100,0,-100,0,-100
"Mansfield, OH",2011,42,-6.7,169000,0.9,0,0,0,0,0,0,0,0
"Mansfield, OH",2012,51,21.4,237700,40.7,2,0,60000,0,0,0,0,0
"Mansfield, OH",2013,70,37.3,196100,-17.5,0,-100,0,-100,0,0,0,0
"Mansfield, OH",2014,61,-12.9,203800,3.9,0,0,0,0,0,0,0,0
"Mansfield, OH",2015,62,1.6,256500,25.9,0,0,0,0,0,0,0,0
"Mansfield, OH",2016,54,-12.9,273500,6.6,7,0,114300,0,8,0,116200,0
"Mansfield, OH",2017,70,29.6,255500,-6.6,7,0,57100,-50,0,-100,0,-100
"McAllen-Edinburg-Mission, TX",1980,1304,null,42400,null,388,null,20000,null,727,null,20100,null
"McAllen-Edinburg-Mission, TX",1981,1756,34.7,50800,19.8,254,-34.5,17800,-11,788,8.4,22400,11.4
"McAllen-Edinburg-Mission, TX",1982,1363,-22.4,51800,2,345,35.8,30900,73.6,931,18.1,26900,20.1
"McAllen-Edinburg-Mission, TX",1983,1371,0.6,44200,-14.7,222,-35.7,23000,-25.6,325,-65.1,16600,-38.3
"McAllen-Edinburg-Mission, TX",1984,1342,-2.1,42800,-3.2,179,-19.4,20200,-12.2,111,-65.8,30500,83.7
"McAllen-Edinburg-Mission, TX",1985,1216,-9.4,41400,-3.3,63,-64.8,24300,20.3,140,26.1,25500,-16.4
"McAllen-Edinburg-Mission, TX",1986,1388,14.1,42100,1.7,38,-39.7,20700,-14.8,135,-3.6,25800,1.2
"McAllen-Edinburg-Mission, TX",1987,1178,-15.1,45200,7.4,52,36.8,29400,42,134,-0.7,18100,-29.8
"McAllen-Edinburg-Mission, TX",1988,1113,-5.5,40700,-10,100,92.3,22300,-24.1,126,-6,18900,4.4
"McAllen-Edinburg-Mission, TX",1989,1191,7,45800,12.5,54,-46,19200,-13.9,118,-6.3,16700,-11.6
"McAllen-Edinburg-Mission, TX",1990,1217,2.2,46700,2,103,90.7,22500,17.2,82,-30.5,23900,43.1
"McAllen-Edinburg-Mission, TX",1991,3401,179.5,20500,-56.1,96,-6.8,19000,-15.6,81,-1.2,24700,3.3
"McAllen-Edinburg-Mission, TX",1992,3230,-5,34900,70.2,156,62.5,22400,17.9,202,149.4,27400,10.9
"McAllen-Edinburg-Mission, TX",1993,5565,72.3,22700,-35,311,99.4,19800,-11.6,311,54,27300,-0.4
"McAllen-Edinburg-Mission, TX",1994,3955,-28.9,41000,80.6,259,-16.7,19800,0,384,23.5,25900,-5.1
"McAllen-Edinburg-Mission, TX",1995,3761,-4.9,41700,1.7,346,33.6,21500,8.6,403,4.9,28100,8.5
"McAllen-Edinburg-Mission, TX",1996,4287,14,40000,-4.1,603,74.3,27000,25.6,449,11.4,27300,-2.8
"McAllen-Edinburg-Mission, TX",1997,4155,-3.1,43800,9.5,650,7.8,25600,-5.2,471,4.9,26200,-4
"McAllen-Edinburg-Mission, TX",1998,5219,25.6,44100,0.7,582,-10.5,29200,14.1,415,-11.9,24500,-6.5
"McAllen-Edinburg-Mission, TX",1999,5069,-2.9,59700,35.4,428,-26.5,38100,30.5,203,-51.1,24500,0
"McAllen-Edinburg-Mission, TX",2000,5038,-0.6,57200,-4.2,374,-12.6,42600,11.8,247,21.7,27500,12.2
"McAllen-Edinburg-Mission, TX",2001,5606,11.3,59900,4.7,431,15.2,36100,-15.3,848,243.3,38900,41.5
"McAllen-Edinburg-Mission, TX",2002,6418,14.5,58200,-2.8,684,58.7,34200,-5.3,375,-55.8,29800,-23.4
"McAllen-Edinburg-Mission, TX",2003,6461,0.7,61000,4.8,649,-5.1,36800,7.6,950,153.3,29200,-2
"McAllen-Edinburg-Mission, TX",2004,6744,4.4,73100,19.8,1476,127.4,33400,-9.2,1094,15.2,34000,16.4
"McAllen-Edinburg-Mission, TX",2005,6763,0.3,107000,46.4,1190,-19.4,48500,45.2,958,-12.4,79500,133.8
"McAllen-Edinburg-Mission, TX",2006,6870,1.6,112100,4.8,624,-47.6,72800,50.1,552,-42.4,46700,-41.3
"McAllen-Edinburg-Mission, TX",2007,5089,-25.9,122300,9.1,647,3.7,56700,-22.1,732,32.6,62600,34
"McAllen-Edinburg-Mission, TX",2008,3144,-38.2,94300,-22.9,419,-35.2,47400,-16.4,138,-81.1,48600,-22.4
"McAllen-Edinburg-Mission, TX",2009,2793,-11.2,95100,0.8,194,-53.7,51600,8.9,178,29,33800,-30.5
"McAllen-Edinburg-Mission, TX",2010,3101,11,126500,33,159,-18,68100,32,297,66.9,67600,100
"McAllen-Edinburg-Mission, TX",2011,2931,-5.5,136600,8,158,-0.6,59300,-12.9,25,-91.6,49500,-26.8
"McAllen-Edinburg-Mission, TX",2012,2866,-2.2,139300,2,409,158.9,49800,-16,254,916,37800,-23.6
"McAllen-Edinburg-Mission, TX",2013,2572,-10.3,105900,-24,576,40.8,47300,-5,173,-31.9,44600,18
"McAllen-Edinburg-Mission, TX",2014,2871,11.6,120800,14.1,423,-26.6,49800,5.3,210,21.4,52100,16.8
"McAllen-Edinburg-Mission, TX",2015,2929,2,176300,45.9,385,-9,61800,24.1,992,372.4,81300,56
