area,year,employmentTotal,employmentChange,unemploymentRate,unemploymentChange
"Niles-Benton Harbor, MI",2009,67909,-7.5,12.7428,4.99
"Niles-Benton Harbor, MI",2010,67415,-0.73,12.0227,-0.72
"Niles-Benton Harbor, MI",2011,66972,-0.66,10.1661,-1.86
"Niles-Benton Harbor, MI",2012,66664,-0.46,9.0397,-1.13
"Niles-Benton Harbor, MI",2013,66133,-0.8,8.6812,-0.36
"Niles-Benton Harbor, MI",2014,68309,3.29,6.7796,-1.9
"Niles-Benton Harbor, MI",2015,69456,1.68,5.2128,-1.57
"Niles-Benton Harbor, MI",2016,70085,0.91,4.9559,-0.26
"Niles-Benton Harbor, MI",2017,70122,0.05,4.9703,0.01
"Niles-Benton Harbor, MI",2018,70208,0.12,4.4951,-0.48
"Saginaw, MI",1990,89686,null,7.6412,null
"Saginaw, MI",1991,88551,-1.27,8.2891,0.65
"Saginaw, MI",1992,89546,1.12,8.422,0.13
"Saginaw, MI",1993,91307,1.97,7.3979,-1.02
"Saginaw, MI",1994,92772,1.6,6.6033,-0.79
"Saginaw, MI",1995,92743,-0.03,6.0114,-0.59
"Saginaw, MI",1996,94246,1.62,4.8714,-1.14
"Saginaw, MI",1997,96164,2.04,4.3793,-0.49
"Saginaw, MI",1998,96527,0.38,4.2385,-0.14
"Saginaw, MI",1999,98233,1.77,3.9682,-0.27
"Saginaw, MI",2000,96385,-1.88,4.1797,0.21
"Saginaw, MI",2001,93696,-2.79,5.935,1.76
"Saginaw, MI",2002,90666,-3.23,7.2162,1.28
"Saginaw, MI",2003,90388,-0.31,8.9566,1.74
"Saginaw, MI",2004,90548,0.18,8.5748,-0.38
"Saginaw, MI",2005,90520,-0.03,7.9753,-0.6
"Saginaw, MI",2006,91076,0.61,7.7359,-0.24
"Saginaw, MI",2007,89941,-1.25,7.2269,-0.51
"Saginaw, MI",2008,86456,-3.87,8.2914,1.06
"Saginaw, MI",2009,82693,-4.35,12.5271,4.24
"Saginaw, MI",2010,79625,-3.71,12.2318,-0.3
"Saginaw, MI",2011,80647,1.28,10.1959,-2.04
"Saginaw, MI",2012,80580,-0.08,9.2265,-0.97
"Saginaw, MI",2013,80811,0.29,9.0413,-0.19
"Saginaw, MI",2014,82324,1.87,7.477,-1.56
"Saginaw, MI",2015,83223,1.09,5.6995,-1.78
"Saginaw, MI",2016,83808,0.7,5.3278,-0.37
"Saginaw, MI",2017,82820,-1.18,5.5238,0.2
"Saginaw, MI",2018,83146,0.39,4.9724,-0.55
"Duluth, MN-WI",1990,118335,null,6.4221,null
"Duluth, MN-WI",1991,121260,2.47,7.1363,0.71
"Duluth, MN-WI",1992,123547,1.89,7.744,0.61
"Duluth, MN-WI",1993,124692,0.93,7.5611,-0.18
"Duluth, MN-WI",1994,126881,1.76,6.7976,-0.76
"Duluth, MN-WI",1995,130183,2.6,5.8795,-0.92
"Duluth, MN-WI",1996,131847,1.28,5.7934,-0.09
"Duluth, MN-WI",1997,134234,1.81,5.1117,-0.68
"Duluth, MN-WI",1998,136713,1.85,4.2516,-0.86
"Duluth, MN-WI",1999,136936,0.16,4.0512,-0.2
"Duluth, MN-WI",2000,135747,-0.87,4.4742,0.42
"Duluth, MN-WI",2001,133918,-1.35,5.6208,1.15
"Duluth, MN-WI",2002,134199,0.21,5.7645,0.14
"Duluth, MN-WI",2003,133815,-0.29,6.262,0.5
"Duluth, MN-WI",2004,133791,-0.02,5.9029,-0.36
"Duluth, MN-WI",2005,133794,0,5.1497,-0.75
"Duluth, MN-WI",2006,134891,0.82,5.0444,-0.11
"Duluth, MN-WI",2007,135839,0.7,5.4845,0.44
"Duluth, MN-WI",2008,136250,0.3,6.2021,0.72
"Duluth, MN-WI",2009,133622,-1.93,8.9043,2.7
"Duluth, MN-WI",2010,133053,-0.43,8.1789,-0.73
"Duluth, MN-WI",2011,132883,-0.13,7.4101,-0.77
"Duluth, MN-WI",2012,133061,0.13,6.602,-0.81
"Duluth, MN-WI",2013,134505,1.08,6.1383,-0.46
"Duluth, MN-WI",2014,135957,1.08,5.2048,-0.93
"Duluth, MN-WI",2015,135806,-0.11,4.9425,-0.26
"Duluth, MN-WI",2016,136394,0.43,5.5805,0.64
"Duluth, MN-WI",2017,137646,0.92,4.6297,-0.95
"Duluth, MN-WI",2018,139695,1.49,3.7887,-0.84
"Mankato-North Mankato, MN",1990,43901,null,3.7836,null
"Mankato-North Mankato, MN",1991,44664,1.74,3.6811,-0.1
"Mankato-North Mankato, MN",1992,45728,2.38,3.5669,-0.11
"Mankato-North Mankato, MN",1993,46721,2.17,3.4219,-0.14
"Mankato-North Mankato, MN",1994,48583,3.98,2.7813,-0.64
"Mankato-North Mankato, MN",1995,49019,0.9,3.1438,0.36
"Mankato-North Mankato, MN",1996,49294,0.56,3.2523,0.11
"Mankato-North Mankato, MN",1997,49549,0.52,2.5922,-0.66
"Mankato-North Mankato, MN",1998,51090,3.11,1.9861,-0.61
"Mankato-North Mankato, MN",1999,51131,0.08,2.153,0.17
"Mankato-North Mankato, MN",2000,50622,-1,2.7921,0.64
"Mankato-North Mankato, MN",2001,51339,1.42,2.989,0.2
"Mankato-North Mankato, MN",2002,52031,1.35,3.554,0.56
"Mankato-North Mankato, MN",2003,51866,-0.32,3.9011,0.35
"Mankato-North Mankato, MN",2004,51692,-0.34,3.8156,-0.09
"Mankato-North Mankato, MN",2005,52539,1.64,3.2844,-0.53
"Mankato-North Mankato, MN",2006,53538,1.9,3.2199,-0.06
"Mankato-North Mankato, MN",2007,53588,0.09,3.7066,0.49
"Mankato-North Mankato, MN",2008,54751,2.17,4.3808,0.67
"Mankato-North Mankato, MN",2009,54094,-1.2,6.3631,1.98
"Mankato-North Mankato, MN",2010,54261,0.31,6.2779,-0.09
"Mankato-North Mankato, MN",2011,55169,1.67,5.2948,-0.98
"Mankato-North Mankato, MN",2012,55318,0.27,4.7138,-0.58
"Mankato-North Mankato, MN",2013,55994,1.22,4.0109,-0.7
"Mankato-North Mankato, MN",2014,56379,0.69,3.3091,-0.7
"Mankato-North Mankato, MN",2015,57998,2.87,2.8329,-0.48
"Mankato-North Mankato, MN",2016,58345,0.6,3.0778,0.24
"Mankato-North Mankato, MN",2017,59120,1.33,2.7847,-0.29
"Mankato-North Mankato, MN",2018,61074,3.31,2.3854,-0.4
"Minneapolis-St. Paul-Bloomington, MN-WI",1990,1445535,null,4.1267,null
"Minneapolis-St. Paul-Bloomington, MN-WI",1991,1451752,0.43,4.6236,0.5
"Minneapolis-St. Paul-Bloomington, MN-WI",1992,1480284,1.97,4.5295,-0.09
"Minneapolis-St. Paul-Bloomington, MN-WI",1993,1510014,2.01,4.2745,-0.26
"Minneapolis-St. Paul-Bloomington, MN-WI",1994,1555953,3.04,3.3391,-0.94
"Minneapolis-St. Paul-Bloomington, MN-WI",1995,1597517,2.67,2.9867,-0.35
"Minneapolis-St. Paul-Bloomington, MN-WI",1996,1624384,1.68,3.1093,0.12
"Minneapolis-St. Paul-Bloomington, MN-WI",1997,1656679,1.99,2.5348,-0.57
"Minneapolis-St. Paul-Bloomington, MN-WI",1998,1691370,2.09,2.1417,-0.39
"Minneapolis-St. Paul-Bloomington, MN-WI",1999,1724543,1.96,2.217,0.08
"Minneapolis-St. Paul-Bloomington, MN-WI",2000,1741964,1.01,2.7434,0.53
"Minneapolis-St. Paul-Bloomington, MN-WI",2001,1745699,0.21,3.4591,0.72
"Minneapolis-St. Paul-Bloomington, MN-WI",2002,1735901,-0.56,4.3805,0.92
"Minneapolis-St. Paul-Bloomington, MN-WI",2003,1745210,0.54,4.7143,0.33
"Minneapolis-St. Paul-Bloomington, MN-WI",2004,1758042,0.74,4.4641,-0.25
"Minneapolis-St. Paul-Bloomington, MN-WI",2005,1774936,0.96,3.8193,-0.64
"Minneapolis-St. Paul-Bloomington, MN-WI",2006,1782751,0.44,3.7849,-0.03
"Minneapolis-St. Paul-Bloomington, MN-WI",2007,1786474,0.21,4.3283,0.54
"Minneapolis-St. Paul-Bloomington, MN-WI",2008,1779272,-0.4,5.1878,0.86
"Minneapolis-St. Paul-Bloomington, MN-WI",2009,1731076,-2.71,7.6821,2.49
"Minneapolis-St. Paul-Bloomington, MN-WI",2010,1733643,0.15,7.33,-0.35
"Minneapolis-St. Paul-Bloomington, MN-WI",2011,1761725,1.62,6.3355,-0.99
"Minneapolis-St. Paul-Bloomington, MN-WI",2012,1782418,1.17,5.4802,-0.86
"Minneapolis-St. Paul-Bloomington, MN-WI",2013,1810988,1.6,4.7702,-0.71
"Minneapolis-St. Paul-Bloomington, MN-WI",2014,1841033,1.66,3.9554,-0.81
"Minneapolis-St. Paul-Bloomington, MN-WI",2015,1863828,1.24,3.4353,-0.52
"Minneapolis-St. Paul-Bloomington, MN-WI",2016,1893583,1.6,3.5296,0.09
"Minneapolis-St. Paul-Bloomington, MN-WI",2017,1927948,1.81,3.1731,-0.36
"Minneapolis-St. Paul-Bloomington, MN-WI",2018,1962262,1.78,2.6756,-0.5
"Rochester, MN",1990,87636,null,3.4067,null
"Rochester, MN",1991,89037,1.6,3.6724,0.27
"Rochester, MN",1992,90239,1.35,3.6667,-0.01
"Rochester, MN",1993,91627,1.54,3.8909,0.22
"Rochester, MN",1994,91624,0,3.9978,0.11
"Rochester, MN",1995,92071,0.49,3.513,-0.48
"Rochester, MN",1996,93311,1.35,3.684,0.17
"Rochester, MN",1997,96511,3.43,2.6604,-1.02
"Rochester, MN",1998,100557,4.19,2.087,-0.57
"Rochester, MN",1999,103630,3.06,2.2549,0.17
"Rochester, MN",2000,104071,0.43,2.8071,0.55
"Rochester, MN",2001,105812,1.67,3.0325,0.23
"Rochester, MN",2002,106779,0.91,3.8907,0.86
"Rochester, MN",2003,106885,0.1,4.4083,0.52
"Rochester, MN",2004,108442,1.46,4.1949,-0.21
"Rochester, MN",2005,109201,0.7,3.6418,-0.55
"Rochester, MN",2006,109289,0.08,3.5816,-0.06
"Rochester, MN",2007,109745,0.42,4.0282,0.45
"Rochester, MN",2008,108660,-0.99,4.7371,0.71
"Rochester, MN",2009,108563,-0.09,6.5764,1.84
"Rochester, MN",2010,108537,-0.02,6.3173,-0.26
"Rochester, MN",2011,109292,0.7,5.5595,-0.76
"Rochester, MN",2012,111651,2.16,4.6642,-0.9
"Rochester, MN",2013,112663,0.91,4.2318,-0.43
"Rochester, MN",2014,112762,0.09,3.668,-0.56
"Rochester, MN",2015,114972,1.96,3.1854,-0.48
"Rochester, MN",2016,116850,1.63,3.2174,0.03
"Rochester, MN",2017,118139,1.1,2.9067,-0.31
"Rochester, MN",2018,118576,0.37,2.5734,-0.33
"St. Cloud, MN",1990,78105,null,5.7127,null
"St. Cloud, MN",1991,80450,3,5.7628,0.05
"St. Cloud, MN",1992,82224,2.21,5.1438,-0.62
"St. Cloud, MN",1993,84464,2.72,5.0086,-0.14
"St. Cloud, MN",1994,86442,2.34,4.1989,-0.81
"St. Cloud, MN",1995,88996,2.95,4.2059,0.01
"St. Cloud, MN",1996,90233,1.39,4.969,0.76
"St. Cloud, MN",1997,90447,0.24,4.1195,-0.85
"St. Cloud, MN",1998,92140,1.87,3.1455,-0.97
"St. Cloud, MN",1999,96597,4.84,2.9335,-0.21
"St. Cloud, MN",2000,95807,-0.82,3.2061,0.27
"St. Cloud, MN",2001,96951,1.19,3.9016,0.7
"St. Cloud, MN",2002,96768,-0.19,4.5147,0.61
"St. Cloud, MN",2003,96569,-0.21,4.8994,0.38
"St. Cloud, MN",2004,97158,0.61,4.7319,-0.17
"St. Cloud, MN",2005,98294,1.17,4.3871,-0.34
"St. Cloud, MN",2006,99696,1.43,4.0912,-0.3
"St. Cloud, MN",2007,101218,1.53,4.6541,0.56
"St. Cloud, MN",2008,100567,-0.64,5.6635,1.01
"St. Cloud, MN",2009,99011,-1.55,7.9088,2.25
"St. Cloud, MN",2010,98757,-0.26,7.509,-0.4
"St. Cloud, MN",2011,100255,1.52,6.5122,-1
"St. Cloud, MN",2012,101457,1.2,5.5908,-0.92
"St. Cloud, MN",2013,102612,1.14,5.0994,-0.49
"St. Cloud, MN",2014,104756,2.09,4.2754,-0.82
"St. Cloud, MN",2015,105595,0.8,3.7645,-0.51
"St. Cloud, MN",2016,106812,1.15,3.8897,0.13
"St. Cloud, MN",2017,108318,1.41,3.4989,-0.39
"St. Cloud, MN",2018,110025,1.58,3.0551,-0.44
"Gulfport-Biloxi-Pascagoula, MS",1990,130737,null,6.9316,null
"Gulfport-Biloxi-Pascagoula, MS",1991,132038,1,6.8982,-0.03
"Gulfport-Biloxi-Pascagoula, MS",1992,136624,3.47,7.2134,0.32
"Gulfport-Biloxi-Pascagoula, MS",1993,148729,8.86,5.5929,-1.62
"Gulfport-Biloxi-Pascagoula, MS",1994,155700,4.69,5.4329,-0.16
"Gulfport-Biloxi-Pascagoula, MS",1995,152355,-2.15,6.2763,0.84
"Gulfport-Biloxi-Pascagoula, MS",1996,154404,1.35,5.1496,-1.13
"Gulfport-Biloxi-Pascagoula, MS",1997,156440,1.32,4.816,-0.33
"Gulfport-Biloxi-Pascagoula, MS",1998,161324,3.12,3.802,-1.01
"Gulfport-Biloxi-Pascagoula, MS",1999,168844,4.66,3.6646,-0.14
"Gulfport-Biloxi-Pascagoula, MS",2000,165852,-1.77,5.0004,1.34
"Gulfport-Biloxi-Pascagoula, MS",2001,162603,-1.96,4.7749,-0.23
"Gulfport-Biloxi-Pascagoula, MS",2002,158830,-2.32,5.8805,1.11
"Gulfport-Biloxi-Pascagoula, MS",2003,161676,1.79,5.3873,-0.49
"Gulfport-Biloxi-Pascagoula, MS",2004,163970,1.42,5.2986,-0.09
"Gulfport-Biloxi-Pascagoula, MS",2005,157513,-3.94,10.5081,5.21
"Gulfport-Biloxi-Pascagoula, MS",2006,144704,-8.13,9.1447,-1.36
